1990/12/28	15.871
1991/1/4	3.9462
1991/1/11	2.4041
1991/1/18	-0.2675
1991/1/25	-1.6314
1991/2/1	-1.9235
1991/2/8	0.6718
1991/2/14	1.649
1991/2/22	1.7656
1991/3/1	-1.735
1991/3/8	-1.992
1991/3/15	-3.6338
1991/3/22	-2.0372
1991/3/29	-1.9817
1991/4/5	1.1232
1991/4/12	-1.9171
1991/4/19	-1.7868
1991/4/26	-1.2983
1991/5/3	-2.7259
1991/5/10	-3.4517
1991/5/17	-1.6401
1991/5/24	3.1194
1991/5/31	4.315
1991/6/7	4.9116
1991/6/14	3.3701
1991/6/21	5.0831
1991/6/28	5.12
1991/7/5	-1.1631
1991/7/12	-2.3242
1991/7/19	2.9367
1991/7/26	2.8969
1991/8/2	4.2798
1991/8/9	5.0586
1991/8/16	4.867
1991/8/23	5.0804
1991/8/30	5.0763
1991/9/6	5.0048
1991/9/13	0.2295
1991/9/20	-0.9958
1991/9/27	-2.2052
1991/10/4	1.3585
1991/10/11	4.6449
1991/10/18	5.0091
1991/10/25	4.6171
1991/11/1	4.182
1991/11/8	4.7572
1991/11/15	3.0404
1991/11/22	4.3148
1991/11/29	4.4542
1991/12/6	3.7558
1991/12/13	2.8402
1991/12/20	2.1047
1991/12/27	2.8356
1992/1/3	1.9495
1992/1/10	1.7908
1992/1/17	1.8388
1992/1/24	0.5433
1992/1/31	1.3558
1992/2/7	0.4725
1992/2/14	1.576
1992/2/21	12.4844
1992/2/28	1.4099
1992/3/6	1.947
1992/3/13	1.2427
1992/3/20	0.4278
1992/3/27	0.7355
1992/4/3	0.1471
1992/4/10	0.1836
1992/4/17	8.4784
1992/4/24	-0.0048
1992/4/30	7.4759
1992/5/8	5.1035
1992/5/15	16.2868
1992/5/22	146.1633
1992/5/29	-7.8568
1992/6/5	-10.4437
1992/6/12	5.9642
1992/6/19	0.0196
1992/6/26	-0.6203
1992/7/3	2.1027
1992/7/10	-0.0454
1992/7/17	-5.3053
1992/7/24	1.4624
1992/7/31	-7.8764
1992/8/7	-4.4522
1992/8/14	-14.6086
1992/8/21	6.7418
1992/8/28	-7.427
1992/9/4	-11.1554
1992/9/11	3.0136
1992/9/18	-2.8198
1992/9/25	-3.2622
1992/9/30	-3.7641
1992/10/9	-5.9845
1992/10/16	0.6755
1992/10/23	-15.7984
1992/10/30	-9.3759
1992/11/6	-9.8965
1992/11/13	-9.3994
1992/11/20	-3.0549
1992/11/27	58.8457
1992/12/4	26.5576
1992/12/11	-10.5004
1992/12/18	-3.3436
1992/12/25	9.4753
1992/12/31	2.1079
1993/1/8	13.9776
1993/1/15	19.5948
1993/1/22	3.4359
1993/1/29	8.922
1993/2/5	11.2209
1993/2/12	9.4376
1993/2/19	2.8092
1993/2/26	-10.6592
1993/3/5	-17.1911
1993/3/12	11.4309
1993/3/19	-4.9645
1993/3/26	-11.509
1993/4/2	-9.2089
1993/4/9	31.6745
1993/4/16	-2.2743
1993/4/23	3.7456
1993/4/30	7.8183
1993/5/7	-11.6995
1993/5/14	-2.6954
1993/5/21	-2.0129
1993/5/28	-14.9654
1993/6/4	3.2413
1993/6/11	4.2517
1993/6/18	-3.9179
1993/6/25	0.0656
1993/7/2	-1.953
1993/7/9	-11.9972
1993/7/16	-2.4984
1993/7/23	-3.9357
1993/7/30	8.3008
1993/8/6	-2.8999
1993/8/13	10.7233
1993/8/20	-0.076
1993/8/27	-5.4884
1993/9/3	3.1411
1993/9/10	-2.0733
1993/9/17	-2.4514
1993/9/24	-0.6353
1993/9/30	1.651
1993/10/8	-1.7422
1993/10/15	-2.0394
1993/10/22	-4.4473
1993/10/29	-0.4873
1993/11/5	-0.0528
1993/11/12	6.3336
1993/11/19	6.7785
1993/11/26	4.4037
1993/12/3	1.5828
1993/12/10	-0.2141
1993/12/17	-7.8553
1993/12/24	-7.4648
1993/12/31	-0.0707
1994/1/7	5.4977
1994/1/14	-3.4571
1994/1/21	-4.2803
1994/1/28	-1.6755
1994/2/4	-0.1752
1994/2/18	-3.5946
1994/2/25	2.3714
1994/3/4	-7.7621
1994/3/11	-1.2281
1994/3/18	6.6687
1994/3/25	-6.0336
1994/4/1	-2.8107
1994/4/8	-2.8605
1994/4/15	-7.6689
1994/4/22	-9.6875
1994/4/29	4.6796
1994/5/6	-1.1408
1994/5/13	0.7835
1994/5/20	0.6487
1994/5/27	-3.5105
1994/6/3	-4.2922
1994/6/10	-6.2342
1994/6/17	2.5868
1994/6/24	-6.7292
1994/7/1	-6.8978
1994/7/8	-4.4985
1994/7/15	-5.4415
1994/7/22	-12.1277
1994/7/29	-8.1956
1994/8/5	104.552
1994/8/12	0.9692
1994/8/19	3.5075
1994/8/26	-0.9022
1994/9/2	17.3549
1994/9/9	15.9411
1994/9/16	1.7111
1994/9/23	-11.3729
1994/9/30	-8.8169
1994/10/7	-6.7143
1994/10/14	-10.0646
1994/10/21	7.3763
1994/10/28	-4.9473
1994/11/4	-1.5765
1994/11/11	9.657
1994/11/18	-4.4245
1994/11/25	-1.929
1994/12/2	-1.0827
1994/12/9	-5.4934
1994/12/16	6.1748
1994/12/23	-0.3514
1994/12/30	-4.4214
1995/1/6	-1.0974
1995/1/13	-6.6983
1995/1/20	-4.4494
1995/1/27	-1.5142
1995/2/10	-3.7701
1995/2/17	-1.4075
1995/2/24	4.6219
1995/3/3	3.3648
1995/3/10	1.5713
1995/3/17	1.2332
1995/3/24	3.0749
1995/3/31	5.7456
1995/4/7	4.1427
1995/4/14	-4.9991
1995/4/21	-0.6328
1995/4/28	-8.8146
1995/5/5	-0.9932
1995/5/12	1.8583
1995/5/19	46.3323
1995/5/26	-14.9788
1995/6/2	-1.4843
1995/6/9	-1.981
1995/6/16	-7.9816
1995/6/23	0.5568
1995/6/30	-3.0086
1995/7/7	5.7407
1995/7/14	-2.0966
1995/7/21	6.2439
1995/7/28	0.2682
1995/8/4	2.0793
1995/8/11	4.9459
1995/8/18	1.6698
1995/8/25	-3.941
1995/9/1	0.1732
1995/9/8	3.0514
1995/9/15	0.6457
1995/9/22	-3.4289
1995/9/29	-1.0383
1995/10/6	-0.3419
1995/10/13	-2.3585
1995/10/20	3.3159
1995/10/27	-0.5397
1995/11/3	0.7489
1995/11/10	-2.6134
1995/11/17	-4.5953
1995/11/24	-2.4875
1995/12/1	-3.8764
1995/12/8	0.4686
1995/12/15	-5.165
1995/12/22	-1.598
1995/12/29	-6.5546
1996/1/5	-3.4072
1996/1/12	2.0023
1996/1/19	-4.3136
1996/1/26	0.3935
1996/2/2	1.9921
1996/2/9	-1.9831
1996/2/16	5.2397
1996/3/8	3.6514
1996/3/15	-1.8739
1996/3/22	1.3852
1996/3/29	-2.4185
1996/4/5	4.6981
1996/4/12	0.7605
1996/4/19	5.3087
1996/4/26	14.4778
1996/5/3	-8.1358
1996/5/10	1.7584
1996/5/17	7.6285
1996/5/24	-10.1313
1996/5/31	0.6014
1996/6/7	13.0026
1996/6/14	6.8653
1996/6/21	2.423
1996/6/28	1.0229
1996/7/5	-2.3465
1996/7/12	1.4045
1996/7/19	7.5988
1996/7/26	-1.3776
1996/8/2	-0.7393
1996/8/9	3.9015
1996/8/16	-2.0346
1996/8/23	-5.8764
1996/8/30	0.777
1996/9/6	-1.0747
1996/9/13	-2.7664
1996/9/20	3.3975
1996/9/27	8.6882
1996/10/4	-1.3781
1996/10/11	5.3778
1996/10/18	3.3013
1996/10/25	7.7389
1996/11/1	-8.0858
1996/11/8	-1.1941
1996/11/15	3.3874
1996/11/22	0.1057
1996/11/29	8.522
1996/12/6	17.4203
1996/12/13	-8.4798
1996/12/20	-20.2516
1996/12/27	4.1921
1997/1/3	-2.4649
1997/1/10	2.0885
1997/1/17	0.1579
1997/1/24	3.7035
1997/1/31	1.1347
